Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR),Vietnamese (VI),Indonesian (IDN),Turkish (TR)
,"The vase was very, very beautiful, rich with history and value.","The vase was very beautiful, rich with history and value. ","The vase was very beautiful, rich with history and value.",それは、とてもとても美しくて、価値と歴史のある素晴らしい壷でした。,それは、とてもとても美しくて、価値と歴史のある素晴らしい壷でした。,"Ваза была прекрасной, невероятно ценной и с богатой историей.","Era um vaso muito, muito belo, rico em história e valor.",这是一件，非常非常漂亮，历史与价值兼备的，华美的壶。,這是一件，非常非常漂亮，歷史與價值兼備的，華美的壺。,"Il vaso era veramente bellissimo, ricco di storia e valore.","The vase was very, very beautiful, rich with history and value.","El jarrón era muy, muy hermoso, rico en historia y valor.",ﻛﺎﻧﺖ ﺍﻟﻤﺰﻫﺮﻳﺔ ﺟﻤﻴﻠﺔ ﻟﻠﻐﺎﻳﺔ، ﻗﻴﻤﺔ ﺗﺎﺭﻳﺨﻴﺎ ﻭﻣﺎﺩﻳﺎ.,"The vase was very, very beautiful, rich with history and value.","The vase was very, very beautiful, rich with history and value.","Vazo çok ama çok güzeldi, tarihsel açıdan zengin ve değerliydi."
,"Even as young as I was, it still forced me to take a deep breath when I witnessed its beauty.","Even as young as I was, it still forced me to take a deep breath when I witnessed its beauty. "," Even as young as I was, it still forced me to take a deep breath when I witnessed its beauty.",幼い私が見ても、その美しさにため息が堪えられないほどに。,幼い私が見ても、その美しさにため息が堪えられないほどに。,"И хотя я была очень юна, у меня дух захватывало от зрелища её красоты.","Mesmo sendo jovem, eu ainda me sentia obrigada a suspirar toda vez que testemunhava sua beleza.",即便是幼小的我看到后，都不得不为它的这份美发出感叹之声。,即便是幼小的我看到後，都不得不為它的這份美發出感嘆之聲。,"Anche se ero molto piccola, mi faceva mancare il respiro ogni volta che ne ammiravo la bellezza.","Even as young as I was, it still forced me to take a deep breath when I witnessed its beauty.","Incluso siendo tan joven, me hacía respirar profundamente cuando presenciaba su belleza.",ﺑﺮﻏﻢ ﺻﻐﺮﻱ، ﺇﻻ ﺃﻧﻨﻲ ﺷﻬﻘﺖ ﻣﻦ ﺟﻤﺎﻟﻬﺎ.,"Even as young as I was, it still forced me to take a deep breath when I witnessed its beauty.","Even as young as I was, it still forced me to take a deep breath when I witnessed its beauty.",Ne kadar küçük olsam da güzelliğine tanık olduğumda derin bir nefes almak zorunda kalıyordum.
,"Of course, it was one of Grandfather's favorite collection pieces.","Of course, it was a member of Grandfather's favorite collection. "," Of course, that was a member of Grandfather's favorite collection.",もちろんそれは、お祖父さまにとってもっともお気に入りのコレクションのひとつ。,もちろんそれは、お祖父さまにとってもっともお気に入りのコレクションのひとつ。,"Разумеется, она была частью любимой коллекции дедушки.","É claro, era uma das peças favoritas da coleção do meu avô.",当然，它是爷爷非常非常喜欢的收藏品之一。,當然，它是爺爺非常非常喜歡的收藏品之一。,"Ovviamente, era un pezzo della collezione preferita del Nonno.","Of course, it was one of Grandfather's favorite collection pieces.","Por supuesto, era una de las piezas de colección favoritas del abuelo.",ﺑﺎﻟﻄﺒﻊ ، ﻫﻲ ﺇﺣﺪﻯ ﺗﺤﻒ ﺟﺪﻱ ﺍﻟﻤﻔﻀﻠﺔ.,"Of course, it was one of Grandfather's favorite collection pieces.","Of course, it was one of Grandfather's favorite collection pieces.","Kuşkusuz, Büyükbabamın en sevdiği koleksiyon parçalarından biriydi."
,"So that I didn't accidentally destroy its fragile beauty, I was always strictly ordered never to touch it.","So that I didn't accidentally destroy its fragile beauty, I was always given strict orders never to touch it. "," So that I didn't make a mistake and destroy its fragile beauty, I was always strictly ordered to never touch it.",その儚き美しさが、間違って欠けてしまうようなことがないように、私には絶対触れてはならないと日頃から厳命されていました。,その儚き美しさが、間違って欠けてしまうようなことがないように、私には絶対触れてはならないと日頃から厳命されていました。,"И чтобы я ненароком не разбила эту хрупкую красоту, мне строго‐настрого наказали не прикасаться к ней.","Então, para que eu não cometesse o erro de quebrar tal beleza efêmera, sempre me foi dito para nunca tocá‐lo.",为了不让这份脆弱之美，蒙受一丝丝的损伤，爷爷平时经常严令我，绝对不准碰这个壶。,為了不讓這份脆弱之美，蒙受一絲絲的損傷，爺爺平時經常嚴令我，絕對不准碰這個壺。,"Per evitare che senza volere ne distruggessi la fragile bellezza, mi veniva sempre caldamente raccomandato di non toccarlo.","So that I didn't accidentally destroy its fragile beauty, I was always strictly ordered never to touch it.","Para no destruir accidentalmente su frágil belleza, siempre se me ordenaba estrictamente que no lo tocara.",ﻭﺣﺘﻰ ﻻ ﺃﺗﻠﻒ ﺟﻤﺎﻟﻬﺎ ﺍﻟﻬﺶ ﺧﻄﺄ، ﺩﺍﺋﻤًﺎ ﻣﺎ ﺃﻣﺮﺕ ﺑﺼﺮﺍﻣﺔ ﺑﻌﺪﻡ ﻟﻤﺴﻬﺎ.,"So that I didn't accidentally destroy its fragile beauty, I was always strictly ordered never to touch it.","So that I didn't accidentally destroy its fragile beauty, I was always strictly ordered never to touch it.","Hassas güzelliğini kazayla bozmamam için, ona asla dokunmamam konusunda sıkı sıkıya tembihlenmiştim."
,......But that just made me want to touch it.,...But that just made me want to touch it. ,......But that just made me want to touch it.,……でも、だから触れてみたかったのです。,……でも、だから触れてみたかったのです。,......Однако запрет только распалил моё желание потрогать её.,......Mas isso apenas fazia eu querer tocá‐lo.,……但是，正因如此，才好想摸摸看。,……但是，正因如此，才好想摸摸看。,"... Tuttavia, proprio per questo motivo, mi venne voglia di toccarlo.",......But that just made me want to touch it.,Pero eso me daba aún más ganas de tocarlo.,...ﺯﺍﺩ ﻫﺬﺍ ﻣﻦ ﺭﻏﺒﺘﻲ ﻓﻲ ﻟﻤﺴﻬﺎ.,......But that just made me want to touch it.,......But that just made me want to touch it.,......Ama bu bende ona dokunma isteği uyandırıyordu.
,"You could almost see right through it, and yet it was so elegant; it appeared so weightless, and yet it had an indescribable presence.",It looked light...and yet so elegant that just glancing at it gave it an indescribable sense of dignity. , It was transparent and yet so elegant that just glancing at it gave it an indescribable sense of dignity.,このような透き通るようで、だけれども気品があって、軽やかに見えながら物言わぬ重厚感があり。,このような透き通るようで、だけれども気品があって、軽やかに見えながら物言わぬ重厚感があり。,"Столь прозрачна и элегантна она была, что один лишь взгляд на неё вызывал неописуемое ощущение благородства.","Você quase podia ver através dele, e ainda assim era de tamanha elegância; aparentava tamanha leveza e, mesmo assim, possuía uma indescritível presença.",既是如此通体透彻，却又带着一份高贵，看似轻盈却又有着沉寂的厚重感。,既是如此通體透徹，卻又帶著一份高貴，看似輕盈卻又有著沉寂的厚重感。,Era trasparente eppure così elegante che anche una sola occhiata bastava a percepire un indescrivibile senso di grandiosità.,"You could almost see right through it, and yet it was so elegant; it appeared so weightless, and yet it had an indescribable presence.","Casi se podía ver a través de el, era tan elegante y parecía tan ligero que con solo mirarlo provocaba una indescriptible sensación.",ﻛﺎﻧﺖ ﺷﺒﻪ ﺷﻔّﺎﻓﺔ، ﺃﻧﻴﻘﺔ ﻟﻠﻐﺎﻳﺔ؛ ﺑﺪﺕ ﺧﻔﻴﻔﺔ ﻭﻛﺄﻧّﻬﺎ ﺑﻼ ﻭﺯﻥ، ﺑﺤﻀﻮﺭ ﻻ ﻳُﻮﺻﻒ.,"You could almost see right through it, and yet it was so elegant; it appeared so weightless, and yet it had an indescribable presence.","You could almost see right through it, and yet it was so elegant; it appeared so weightless, and yet it had an indescribable presence.",İçini neredeyse rahatlıkla görebiliyordunuz ama yine de çok zarifti; hafif görünüyordu ama aynı zamanda tarif edilemez bir havası vardı.
,...I wanted to see what it felt like to touch a vase like that.,...I wanted to see what it felt like to touch a vase like that. ,...I wanted to see what it felt like to touch a vase like that.,…そんな壷に触れたなら、どんな手触りなのか、試してみたかったのです。,…そんな壷に触れたなら、どんな手触りなのか、試してみたかったのです。,"...Меня же так и подмывало узнать, какое чувство вызовет прикосновение к подобной вазе.",...Eu queria sentir a sensação de tocar em um vaso como aquele.,…触摸到它时，究竟会是怎样的手感呢，好想试一试。,…觸摸到它時，究竟會是怎樣的手感呢，好想試一試。,... Volevo vedere cosa si provasse a toccare un vaso come quello.,...I wanted to see what it felt like to touch a vase like that.,Yo quería saber cómo se sentía tocar un jarrón como ese.,...ﺃﺭﺩﺕُ ﻣﻌﺮﻓﺔ ﺷﻌﻮﺭ ﻟﻤﺲ ﻣﺰﻫﺮﻳّﺔ ﻛﻬﺬﻩ.,...I wanted to see what it felt like to touch a vase like that.,...I wanted to see what it felt like to touch a vase like that.,...Böyle bir vazoya dokunmanın nasıl bir his olacağını öğrenmek istedim.
,"However, ...just as Grandfather had said, it was something that must not be touched.","However, ...just as Grandfather had said, it was a thing that shouldn't be touched. "," However, ...just as Grandfather had said, it was something that shouldn't be touched.",しかし、…それはお祖父さまが言われた通り、触れてはならないものだったのです。,しかし、…それはお祖父さまが言われた通り、触れてはならないものだったのです。,"Вот только... Как и говорил дедушка, это был не тот предмет, к которому следует прикасаться.","Porém, ...assim como meu avô havia dito, era algo que não deveria ser tocado.",然而，…它正是如爷爷所说的，不可触摸之物。,然而，…它正是如爺爺所說的，不可觸摸之物。,"Tuttavia... proprio come aveva detto il Nonno, era qualcosa che non si doveva toccare.","However, ...just as Grandfather had said, it was something that must not be touched.","Sin embargo, tal como había dicho el abuelo, era algo que no debía tocarse.",ﻟﻜﻦ، ...ﻛﻤﺎ ﻗﺎﻝ ﺟﺪّﻱ، ﻛﺎﻧﺖ ﺷﻴﺌﺎ ﻻ ﻳُﻤﺲّ.,"However, ...just as Grandfather had said, it was something that must not be touched.","However, ...just as Grandfather had said, it was something that must not be touched.","Ancak, ...tıpkı Büyükbabanın söylediği gibi bu, dokunulmaması gereken bir şeydi."
,This much beauty arises precisely because it must never be touched.,Something this beautiful should never be touched. , Because something this beautiful shouldn't be touched.,これほどの美しさは、触れてはならぬものだからこそ。,これほどの美しさは、触れてはならぬものだからこそ。,Поскольку нечто столь прекрасное должно быть неприкосновенно.,Tamanha beleza se enfatizava justamente porque nunca deveria ser tocado.,正因为不可触摸，才会有这份美。,正因為不可觸摸，才會有這份美。,Perché qualche cosa di così bello non andava toccato.,This much beauty arises precisely because it must never be touched.,Tanta belleza se debe precisamente a que no debe tocarse nunca.,ﻫﺬﺍ ﺍﻟﺠﻤﺎﻝ ﺍﻟﺴﺎﺣﺮ ﻳﻨﺸﺄ ﻭﻻ ﻳُﻠﻤﺲ ﺃﺑﺪﺍ.,This much beauty arises precisely because it must never be touched.,This much beauty arises precisely because it must never be touched.,Bu denli güzellik tam anlamıyla ona asla dokunulmadığı için ortaya çıkar.
,It was a beauty that could only dwell in something so fragile it would break at a touch.,Such beauty can only dwell in something so easily broken. , It was a beauty that could only dwell in something that could break so easily.,触れれば壊れるほどに儚いものにしか宿らぬ美しさ。,触れれば壊れるほどに儚いものにしか宿らぬ美しさ。,"То была красота, способная обитать лишь в ломкой хрупкости.","Era uma beleza que só poderia residir em algo tão frágil, que poderia se quebrar com um simples toque.",这是一份，只会存在于一碰就碎的虚无缥缈之物上的美。,這是一份，只會存在於一碰就碎的虛無縹緲之物上的美。,Si trattava di una bellezza che poteva dimorare solo in un oggetto che poteva rompersi con grande facilità.,It was a beauty that could only dwell in something so fragile it would break at a touch.,Era una belleza que únicamente podía habitar en algo tan frágil que se rompería con solo tocarlo.,ﺟﻤﺎﻝٌ ﻻ ﻳﺴﻜﻦ ﺇﻻّ ﻓﻲ ﻣﺎ ﻫﻮ ﻫﺶ ﺭﻗﻴﻖ، ﻣﺎ ﻳﻜﺴﺮ ﺑﻠﻤﺴﺔ.,It was a beauty that could only dwell in something so fragile it would break at a touch.,It was a beauty that could only dwell in something so fragile it would break at a touch.,Sadece bir dokunuşla parçalanabilecek kadar kırılgan bir şeyin içinde yaşayabilecek bir güzellikti.
